raw_timestamp,map,game_round,event_type,event_details
1742105720576,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.77163917, 'x': 267, 'y': 312, 'width': 101, 'height': 93, 'box_area': 9393, 'center_x': 317.5, 'center_y': 358.5, 'diff_height': 7.0, 'position_of_object': [267, 312, 101, 93]}"
1742105720576,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.7012036, 'x': 278, 'y': 318, 'width': 74, 'height': 87, 'box_area': 6438, 'center_x': 315.0, 'center_y': 361.5, 'diff_height': -6.0, 'position_of_object': [278, 318, 74, 87]}"
1742105720593,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.6595656, 'x': 269, 'y': 315, 'width': 101, 'height': 88, 'box_area': 8888, 'center_x': 319.5, 'center_y': 359.0, 'diff_height': 1.0, 'position_of_object': [269, 315, 101, 88]}"
1742105720593,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.7001718, 'x': 279, 'y': 318, 'width': 71, 'height': 86, 'box_area': 6106, 'center_x': 314.5, 'center_y': 361.0, 'diff_height': -2.0, 'position_of_object': [279, 318, 71, 86]}"
1742105720609,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.75562537, 'x': 266, 'y': 318, 'width': 108, 'height': 74, 'box_area': 7992, 'center_x': 320.0, 'center_y': 355.0, 'diff_height': -12.0, 'position_of_object': [266, 318, 108, 74]}"
1742105720609,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.52006716, 'x': 278, 'y': 315, 'width': 75, 'height': 87, 'box_area': 6525, 'center_x': 315.5, 'center_y': 358.5, 'diff_height': 13.0, 'position_of_object': [278, 315, 75, 87]}"
1742105720626,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.8793512, 'x': 270, 'y': 316, 'width': 99, 'height': 77, 'box_area': 7623, 'center_x': 319.5, 'center_y': 354.5, 'diff_height': -10.0, 'position_of_object': [270, 316, 99, 77]}"
1742105720626,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.50791353, 'x': 278, 'y': 309, 'width': 77, 'height': 93, 'box_area': 7161, 'center_x': 316.5, 'center_y': 355.5, 'diff_height': 16.0, 'position_of_object': [278, 309, 77, 93]}"
1742105720626,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.5539831, 'x': 280, 'y': 315, 'width': 85, 'height': 89, 'box_area': 7565, 'center_x': 322.5, 'center_y': 359.5, 'diff_height': -4.0, 'position_of_object': [280, 315, 85, 89]}"
1742105720642,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.8319412, 'x': 266, 'y': 315, 'width': 106, 'height': 77, 'box_area': 8162, 'center_x': 319.0, 'center_y': 353.5, 'diff_height': -12.0, 'position_of_object': [266, 315, 106, 77]}"
1742105720642,,,yolo,"{'player_ip': '172.19.113.65', 'yolo_obj': 'armour', 'confidence': 0.56424, 'x': 280, 'y': 315, 'width': 85, 'height': 87, 'box_area': 7395, 'center_x': 322.5, 'center_y': 358.5, 'diff_height': 10.0, 'position_of_object': [280, 315, 85, 87]}"
